age_range,name,gender,marital_status,household_size,education_level,ethnicity,language_preferences,nationality,occupation,religion,date_of_birth,geographic_mobility,citizenship_status,birthplace,military_service
<18,Finn,Female,Widowed,3-4,Postgraduate,African American,English,Canada,Professional,Christianity,1998-07-27,High,Work Visa,Rural,No
45-54,Riley,Female,Married,1,Postgraduate,Hispanic,Other,Canada,Retired,Other,1971-02-05,Low,Citizen,Suburban,Yes
35-44,Yvette,Male,Divorced,5+,High School,Hispanic,Spanish,Canada,Student,Christianity,2000-08-23,Moderate,Other,Urban,No
18-24,Elena,Female,Divorced,3-4,Doctorate,Caucasian,Spanish,UK,Professional,Other,1999-01-24,Moderate,Citizen,Suburban,Yes
55-64,Bob,Male,Widowed,3-4,Undergraduate,Caucasian,English,India,Self-employed,Islam,1988-01-27,Moderate,Permanent Resident,Suburban,No
55-64,Grayson,Female,Widowed,2,Doctorate,Caucasian,English,India,Self-employed,Hinduism,1986-08-24,Low,Other,Suburban,No
25-34,Jordan,Male,Single,2,High School,Other,English,Australia,Retired,Other,1943-12-20,Low,Permanent Resident,Rural,Yes
25-34,Isla,Female,Widowed,5+,Doctorate,Other,Spanish,USA,Student,Islam,1986-06-24,Low,Other,Rural,No
45-54,Brandon,Female,Married,1,Undergraduate,African American,French,India,Professional,Buddhism,1940-08-08,Low,Other,Urban,No
35-44,Rebecca,Non-Binary,Single,5+,Undergraduate,Caucasian,Mandarin,India,Student,Hinduism,1974-12-30,Low,Permanent Resident,Suburban,No
18-24,Ursula,Female,Widowed,5+,High School,Asian,Other,India,Student,Hinduism,1953-07-22,Low,Work Visa,Suburban,Yes
45-54,Kyle,Female,Single,5+,High School,African American,English,Canada,Professional,Other,2000-06-13,High,Other,Rural,Yes
35-44,Rebecca,Female,Married,5+,Doctorate,Asian,Other,USA,Student,Christianity,1939-04-08,High,Citizen,Rural,Yes
35-44,Dean,Male,Married,2,Undergraduate,Hispanic,Spanish,USA,Student,Other,1985-03-29,High,Citizen,Suburban,No
55-64,Yvette,Non-Binary,Divorced,1,Undergraduate,Hispanic,Spanish,Canada,Retired,Islam,1984-07-24,Moderate,Permanent Resident,Suburban,No
25-34,Kaitlyn,Non-Binary,Widowed,1,Doctorate,Asian,Spanish,India,Student,Hinduism,1954-10-08,Low,Work Visa,Urban,No
18-24,Hannah,Male,Single,1,High School,Asian,Mandarin,India,Professional,Christianity,1949-08-20,High,Citizen,Urban,No
25-34,Daphne,Female,Married,5+,Postgraduate,Caucasian,Spanish,Canada,Self-employed,Atheism,1990-04-13,Low,Citizen,Rural,No
25-34,Asher,Non-Binary,Widowed,5+,High School,Hispanic,Spanish,India,Student,Christianity,1982-08-19,High,Citizen,Suburban,Yes
25-34,Uma,Female,Divorced,1,Doctorate,Hispanic,Mandarin,Canada,Student,Hinduism,1985-05-08,Low,Work Visa,Urban,No
35-44,Laura,Non-Binary,Married,5+,Undergraduate,Asian,Other,USA,Retired,Islam,2001-10-10,High,Other,Rural,No
35-44,George,Male,Single,3-4,High School,Asian,Other,Canada,Student,Islam,2005-08-29,Low,Citizen,Suburban,No
35-44,Flynn,Male,Married,1,Doctorate,Hispanic,Other,USA,Retired,Hinduism,1946-03-30,Low,Work Visa,Suburban,Yes
18-24,Zeke,Male,Single,5+,Doctorate,Other,Other,Australia,Retired,Buddhism,2005-05-06,Low,Permanent Resident,Suburban,Yes
55-64,Uriah,Male,Divorced,1,Doctorate,Asian,French,India,Student,Christianity,1991-05-18,Moderate,Permanent Resident,Rural,No
45-54,Oliver,Male,Divorced,2,High School,Caucasian,English,UK,Self-employed,Hinduism,1988-05-22,Low,Work Visa,Urban,Yes
35-44,Nathan,Non-Binary,Divorced,3-4,High School,Hispanic,Other,India,Self-employed,Buddhism,1946-03-02,Low,Citizen,Urban,Yes
45-54,Victoria,Non-Binary,Married,5+,Undergraduate,Hispanic,Mandarin,USA,Retired,Hinduism,1982-04-29,Low,Other,Suburban,No
<18,Rachel,Non-Binary,Widowed,2,Postgraduate,Hispanic,Spanish,UK,Professional,Islam,1945-05-15,High,Citizen,Urban,Yes
65+,Grace,Female,Widowed,3-4,Postgraduate,African American,Other,USA,Professional,Atheism,1950-02-11,High,Citizen,Suburban,No
18-24,Paisley,Non-Binary,Married,1,Doctorate,Caucasian,Spanish,India,Student,Buddhism,1962-01-06,Low,Citizen,Rural,Yes
<18,Edward,Non-Binary,Widowed,1,Undergraduate,Other,French,Australia,Self-employed,Hinduism,1982-07-16,Low,Other,Suburban,No
18-24,Quinn,Non-Binary,Widowed,5+,Undergraduate,Caucasian,French,USA,Student,Other,1998-07-31,Low,Other,Suburban,Yes
25-34,Samuel,Non-Binary,Single,5+,Postgraduate,African American,English,Australia,Student,Buddhism,1958-02-28,Moderate,Citizen,Suburban,No
45-54,Lily,Non-Binary,Divorced,5+,Undergraduate,Other,French,USA,Professional,Christianity,1967-08-25,Moderate,Permanent Resident,Rural,Yes
55-64,Tucker,Female,Widowed,5+,Undergraduate,Caucasian,Mandarin,UK,Professional,Islam,1967-01-13,High,Permanent Resident,Rural,No
65+,Thomas,Female,Single,5+,High School,Other,English,Australia,Self-employed,Other,1978-11-15,High,Permanent Resident,Suburban,Yes
35-44,Theodore,Non-Binary,Widowed,3-4,Doctorate,Other,Other,India,Professional,Buddhism,1997-08-11,Low,Permanent Resident,Urban,Yes
55-64,Kayla,Female,Divorced,2,High School,Other,French,USA,Student,Islam,1947-03-17,Moderate,Other,Suburban,Yes
35-44,Harriet,Non-Binary,Married,3-4,Doctorate,Asian,Other,Canada,Self-employed,Other,1940-06-17,Moderate,Work Visa,Urban,No
<18,Zane,Male,Divorced,2,High School,Asian,Spanish,Canada,Self-employed,Hinduism,2004-12-28,Moderate,Permanent Resident,Rural,No
35-44,Gabriel,Non-Binary,Married,2,Undergraduate,African American,French,USA,Self-employed,Christianity,2001-12-02,Low,Work Visa,Suburban,Yes
25-34,Julian,Non-Binary,Widowed,3-4,Doctorate,Hispanic,English,UK,Student,Hinduism,1941-12-14,Low,Work Visa,Suburban,Yes
35-44,Cameron,Non-Binary,Married,1,Doctorate,African American,Mandarin,Canada,Self-employed,Christianity,1950-08-16,Low,Other,Urban,Yes
35-44,Reed,Female,Single,3-4,High School,Hispanic,Other,UK,Retired,Hinduism,1994-07-13,High,Permanent Resident,Urban,Yes
35-44,Logan,Female,Single,5+,Postgraduate,Asian,Other,India,Student,Atheism,1960-11-28,Moderate,Permanent Resident,Rural,Yes
65+,Katherine,Male,Divorced,2,High School,African American,English,Australia,Professional,Other,1970-03-03,High,Other,Suburban,Yes
<18,Eleanor,Male,Married,5+,Undergraduate,African American,Other,Australia,Self-employed,Hinduism,1991-08-20,High,Work Visa,Suburban,Yes
25-34,Flynn,Non-Binary,Divorced,3-4,Postgraduate,Caucasian,Mandarin,India,Professional,Buddhism,1973-01-17,Moderate,Permanent Resident,Urban,Yes
45-54,Sebastian,Non-Binary,Divorced,2,Undergraduate,Other,Other,Canada,Self-employed,Islam,1987-06-28,Moderate,Citizen,Suburban,No
25-34,Peter,Non-Binary,Widowed,1,High School,African American,Other,Canada,Retired,Atheism,1939-07-18,Low,Permanent Resident,Rural,No
45-54,Uma,Non-Binary,Divorced,1,Doctorate,Hispanic,Spanish,Australia,Retired,Atheism,1983-12-04,Moderate,Other,Urban,No
45-54,Lucas,Non-Binary,Married,1,Postgraduate,Asian,Spanish,Australia,Retired,Other,1968-11-07,Moderate,Other,Suburban,Yes
45-54,Blake,Female,Widowed,2,Postgraduate,Asian,Mandarin,India,Student,Atheism,1998-01-02,Low,Citizen,Rural,No
45-54,Wesley,Non-Binary,Married,5+,Doctorate,Other,French,India,Professional,Other,1998-07-02,Moderate,Other,Suburban,No
18-24,Wendy,Male,Single,3-4,Undergraduate,Caucasian,Other,USA,Self-employed,Christianity,1950-06-03,Moderate,Other,Rural,Yes
45-54,Uriel,Non-Binary,Married,5+,Undergraduate,Caucasian,French,India,Student,Hinduism,1997-09-25,High,Work Visa,Suburban,No
45-54,Charlotte,Male,Single,5+,Doctorate,Hispanic,French,India,Student,Buddhism,2005-01-22,High,Work Visa,Rural,Yes
25-34,Zack,Female,Single,5+,Doctorate,Asian,English,Australia,Self-employed,Islam,1952-05-27,Low,Work Visa,Suburban,Yes
35-44,Hazel,Non-Binary,Divorced,3-4,Undergraduate,African American,Mandarin,USA,Student,Buddhism,1997-12-05,Low,Permanent Resident,Rural,Yes
18-24,Isla,Non-Binary,Married,3-4,Doctorate,African American,Other,Australia,Student,Christianity,1982-08-12,High,Citizen,Urban,No
35-44,Vivian,Male,Single,1,Doctorate,Hispanic,Spanish,India,Professional,Islam,1991-06-14,Low,Citizen,Rural,Yes
45-54,Gemma,Male,Married,3-4,High School,Hispanic,French,USA,Professional,Christianity,1994-12-08,High,Other,Urban,Yes
25-34,Gemma,Female,Divorced,3-4,Undergraduate,African American,Spanish,Australia,Retired,Islam,1940-12-14,Low,Work Visa,Suburban,Yes
45-54,Gianna,Male,Divorced,1,Doctorate,African American,Other,Canada,Student,Hinduism,1991-03-05,Low,Work Visa,Suburban,No
55-64,David,Female,Divorced,1,Doctorate,Other,Mandarin,USA,Retired,Hinduism,1993-05-10,Low,Other,Rural,No
45-54,Cecilia,Non-Binary,Widowed,5+,Postgraduate,Asian,Other,India,Professional,Hinduism,1959-03-21,High,Citizen,Rural,No
65+,Kylie,Female,Widowed,3-4,Doctorate,Asian,Other,India,Self-employed,Other,1995-03-02,High,Work Visa,Rural,Yes
55-64,Violet,Non-Binary,Widowed,2,Doctorate,Other,Mandarin,Australia,Professional,Islam,1998-06-11,Moderate,Other,Rural,No
45-54,Ivy,Male,Divorced,3-4,High School,Asian,Spanish,UK,Professional,Christianity,1983-10-14,High,Permanent Resident,Urban,Yes
35-44,Tucker,Female,Divorced,3-4,Postgraduate,Other,French,Australia,Student,Islam,2001-02-20,High,Other,Rural,No
65+,Ian,Female,Widowed,1,Undergraduate,Hispanic,Spanish,Canada,Retired,Christianity,1974-05-30,High,Permanent Resident,Suburban,Yes
18-24,Violet,Male,Divorced,3-4,Undergraduate,Caucasian,English,USA,Self-employed,Atheism,1970-08-30,High,Other,Urban,Yes
18-24,Asher,Non-Binary,Divorced,5+,Doctorate,African American,Spanish,UK,Self-employed,Christianity,1970-08-11,High,Citizen,Rural,No
55-64,Vanessa,Non-Binary,Married,3-4,Doctorate,Caucasian,French,USA,Professional,Hinduism,1965-08-25,Moderate,Permanent Resident,Suburban,No
18-24,Grayson,Non-Binary,Married,2,Doctorate,African American,Spanish,USA,Student,Hinduism,1962-11-05,Moderate,Permanent Resident,Rural,No
<18,Yvette,Non-Binary,Single,5+,Doctorate,Caucasian,Other,India,Self-employed,Other,1960-12-29,High,Work Visa,Rural,No
<18,Jade,Male,Divorced,1,High School,African American,Spanish,UK,Retired,Hinduism,1974-07-11,Low,Permanent Resident,Urban,Yes
35-44,Harry,Male,Widowed,2,Postgraduate,Caucasian,Other,Canada,Professional,Other,1951-12-24,Low,Other,Suburban,No
35-44,Eve,Male,Divorced,3-4,Doctorate,African American,English,Australia,Professional,Buddhism,1975-11-02,Moderate,Work Visa,Rural,No
18-24,Sienna,Non-Binary,Widowed,1,Postgraduate,African American,Spanish,Australia,Professional,Hinduism,1991-03-21,Low,Citizen,Rural,Yes
<18,Xena,Non-Binary,Divorced,1,Undergraduate,Other,English,USA,Student,Atheism,1956-10-31,High,Permanent Resident,Rural,No
55-64,Naomi,Male,Widowed,1,Undergraduate,Hispanic,French,India,Retired,Atheism,1980-02-23,High,Permanent Resident,Suburban,Yes
55-64,Amelia,Male,Married,3-4,Doctorate,Caucasian,French,USA,Retired,Islam,1999-10-14,High,Work Visa,Suburban,Yes
25-34,Kylie,Non-Binary,Widowed,5+,Postgraduate,Caucasian,Mandarin,India,Retired,Islam,1975-09-26,Low,Other,Urban,Yes
18-24,PJAnna,Male,Single,1,High School,Other,French,USA,Self-employed,Other,1945-10-20,Moderate,Permanent Resident,Suburban,No
25-34,Katherine,Non-Binary,Widowed,5+,Postgraduate,Asian,English,Australia,Retired,Atheism,1969-02-04,Low,Work Visa,Rural,Yes
25-34,Gianna,Non-Binary,Married,1,High School,Caucasian,English,Canada,Student,Christianity,1964-11-09,High,Citizen,Urban,No
25-34,Julia,Non-Binary,Divorced,2,Undergraduate,Asian,French,Canada,Professional,Christianity,1979-01-09,High,Work Visa,Rural,No
65+,Walker,Non-Binary,Single,1,High School,Other,Other,Canada,Self-employed,Other,1985-10-17,Moderate,Citizen,Urban,No
18-24,Bryson,Male,Divorced,5+,High School,African American,Other,India,Retired,Islam,1941-08-22,Moderate,Work Visa,Rural,No
55-64,PJAnna,Female,Single,1,Undergraduate,Other,Spanish,Australia,Self-employed,Other,1999-02-28,Moderate,Citizen,Suburban,No
55-64,Zeke,Male,Single,5+,High School,African American,English,USA,Retired,Christianity,2002-12-29,Low,Citizen,Urban,No
35-44,Veronica,Non-Binary,Married,1,High School,Caucasian,Mandarin,Canada,Professional,Atheism,1939-01-22,High,Permanent Resident,Suburban,No
45-54,Theodore,Female,Married,1,Postgraduate,African American,English,Canada,Student,Buddhism,2000-12-04,Low,Other,Urban,No
18-24,Nicholas,Female,Widowed,1,High School,African American,Mandarin,USA,Self-employed,Islam,1983-10-23,Moderate,Other,Suburban,Yes
18-24,Blake,Male,Divorced,2,High School,Other,French,Australia,Student,Atheism,1968-05-29,High,Other,Rural,Yes
65+,Amelia,Female,Divorced,5+,Undergraduate,Asian,Spanish,India,Retired,Buddhism,1956-11-24,Low,Work Visa,Suburban,Yes
45-54,Isabella,Male,Single,3-4,High School,Hispanic,English,Australia,Self-employed,Atheism,1979-05-26,Low,Citizen,Suburban,No
65+,Kayla,Non-Binary,Married,5+,High School,Hispanic,Other,India,Self-employed,Buddhism,1994-09-24,High,Other,Rural,No
35-44,Jasper,Male,Single,2,Doctorate,Other,Spanish,Australia,Professional,Christianity,1943-01-16,High,Citizen,Rural,Yes
45-54,Nina,Non-Binary,Married,1,Undergraduate,Other,Other,UK,Retired,Hinduism,1992-08-13,Moderate,Work Visa,Urban,No
35-44,Gideon,Female,Divorced,2,Doctorate,Hispanic,French,India,Student,Atheism,1983-01-23,High,Other,Urban,Yes
65+,Olivia,Non-Binary,Divorced,5+,High School,African American,Mandarin,USA,Self-employed,Atheism,1998-08-13,High,Other,Urban,Yes
35-44,Tina,Male,Widowed,2,Undergraduate,Hispanic,Spanish,Australia,Professional,Atheism,1998-04-08,Low,Citizen,Urban,No
25-34,Grace,Male,Divorced,3-4,High School,Asian,Other,India,Retired,Atheism,1947-03-06,Low,Work Visa,Suburban,Yes
18-24,Prarthana,Female,Married,3-4,Postgraduate,Other,French,Canada,Retired,Atheism,1970-07-20,Moderate,Work Visa,Suburban,Yes
35-44,Kayla,Male,Divorced,1,Postgraduate,Other,French,India,Student,Christianity,1974-04-29,Low,Other,Suburban,No
18-24,PJAnna,Female,Widowed,3-4,Undergraduate,African American,Spanish,USA,Retired,Christianity,1968-12-18,Low,Work Visa,Rural,Yes
25-34,Yvonne,Male,Married,5+,Postgraduate,Other,Other,India,Self-employed,Christianity,1995-09-21,High,Work Visa,Rural,No
65+,Violet,Non-Binary,Divorced,3-4,Postgraduate,Caucasian,Other,UK,Self-employed,Hinduism,1941-03-11,Moderate,Permanent Resident,Rural,Yes
45-54,Karen,Non-Binary,Divorced,5+,High School,Hispanic,French,Canada,Self-employed,Buddhism,1957-11-12,Moderate,Work Visa,Rural,Yes
55-64,Paula,Male,Single,5+,Undergraduate,Caucasian,Other,India,Retired,Atheism,1950-09-08,Low,Work Visa,Rural,Yes
35-44,Wendy,Non-Binary,Single,5+,Postgraduate,Other,French,USA,Self-employed,Hinduism,2000-05-29,High,Permanent Resident,Urban,No
45-54,Diana,Male,Divorced,3-4,Postgraduate,Caucasian,Other,India,Student,Islam,1992-06-10,Low,Citizen,Suburban,No
25-34,Ulric,Non-Binary,Divorced,1,Undergraduate,Other,French,UK,Retired,Hinduism,1969-10-30,Moderate,Other,Rural,No
65+,Daisy,Male,Married,5+,Undergraduate,African American,French,UK,Student,Buddhism,1949-03-15,High,Permanent Resident,Urban,No
25-34,Sebastian,Female,Divorced,3-4,Doctorate,Caucasian,French,UK,Self-employed,Other,1964-05-16,Low,Work Visa,Rural,Yes
18-24,Derek,Female,Divorced,3-4,Postgraduate,Asian,Spanish,UK,Professional,Islam,1959-11-19,Moderate,Citizen,Urban,Yes
18-24,Zeke,Female,Widowed,2,Postgraduate,Hispanic,Mandarin,UK,Student,Atheism,1950-07-31,High,Citizen,Rural,Yes
65+,Quinton,Female,Divorced,3-4,Doctorate,Caucasian,Other,Canada,Professional,Hinduism,1957-05-28,Low,Permanent Resident,Suburban,No
25-34,Gemma,Non-Binary,Divorced,2,Doctorate,Caucasian,English,UK,Retired,Atheism,1984-11-09,High,Citizen,Urban,Yes
55-64,Oliver,Male,Married,1,Undergraduate,Asian,English,UK,Self-employed,Other,1992-10-16,Low,Permanent Resident,Rural,Yes
45-54,Wyatt,Female,Married,2,Undergraduate,Asian,Mandarin,Australia,Professional,Hinduism,1946-12-26,High,Citizen,Rural,No
55-64,Ulysses,Male,Single,5+,Undergraduate,Other,Spanish,UK,Self-employed,Hinduism,1984-02-16,Low,Permanent Resident,Rural,Yes
35-44,Peyton,Non-Binary,Single,3-4,Doctorate,Asian,Mandarin,Australia,Self-employed,Atheism,1964-08-23,Moderate,Work Visa,Urban,Yes
45-54,Elliot,Female,Widowed,1,Postgraduate,Asian,Mandarin,USA,Self-employed,Atheism,1990-08-12,Low,Permanent Resident,Urban,No
25-34,Hudson,Female,Single,2,High School,Hispanic,Spanish,India,Retired,Islam,1940-07-13,High,Work Visa,Rural,Yes
65+,Ulysses,Female,Divorced,2,Postgraduate,Hispanic,Other,Australia,Student,Other,1975-10-12,High,Citizen,Urban,Yes
25-34,Walker,Non-Binary,Single,5+,Postgraduate,Caucasian,English,India,Self-employed,Christianity,1950-10-09,High,Citizen,Suburban,No
18-24,Jacob,Male,Divorced,2,Postgraduate,Hispanic,French,USA,Professional,Hinduism,1962-03-31,Moderate,Citizen,Rural,Yes
18-24,Ava,Male,Single,2,Doctorate,Asian,French,UK,Professional,Atheism,1954-01-11,Low,Work Visa,Urban,No
65+,Frank,Female,Single,5+,Postgraduate,Other,English,India,Self-employed,Buddhism,1978-11-02,High,Other,Urban,No
65+,Mia,Non-Binary,Divorced,2,Doctorate,Other,Other,Australia,Student,Christianity,1951-11-29,High,Citizen,Suburban,Yes
25-34,Brandon,Female,Single,1,Undergraduate,Hispanic,English,Canada,Self-employed,Atheism,1981-05-01,High,Work Visa,Rural,Yes
35-44,Xenia,Non-Binary,Widowed,2,High School,Asian,French,India,Professional,Other,2006-11-10,High,Permanent Resident,Rural,Yes
35-44,Colton,Male,Widowed,2,High School,Caucasian,Spanish,Canada,Retired,Other,1997-12-24,High,Permanent Resident,Rural,No
45-54,Zoey,Non-Binary,Married,5+,Doctorate,African American,French,Canada,Retired,Islam,1976-07-21,Moderate,Permanent Resident,Suburban,No
18-24,Daisy,Male,Single,5+,Doctorate,Asian,Spanish,UK,Retired,Other,1941-02-24,High,Permanent Resident,Urban,No
25-34,Peter,Male,Divorced,2,Undergraduate,African American,English,Canada,Retired,Atheism,1969-09-23,Low,Other,Suburban,No
25-34,Xochitl,Male,Widowed,3-4,Undergraduate,Caucasian,Spanish,UK,Professional,Hinduism,1981-12-02,Low,Citizen,Suburban,No
<18,Ethan,Male,Single,2,Postgraduate,Other,English,UK,Student,Buddhism,1940-02-18,Low,Other,Suburban,Yes
25-34,Amelia,Female,Single,3-4,Undergraduate,Asian,Mandarin,Australia,Retired,Other,1973-05-31,Low,Permanent Resident,Urban,No
18-24,Ivy,Male,Single,3-4,High School,Hispanic,Spanish,Australia,Retired,Atheism,2005-09-15,High,Other,Urban,No
35-44,Charlie,Male,Widowed,5+,Postgraduate,Hispanic,Other,UK,Retired,Hinduism,1980-07-09,Low,Permanent Resident,Suburban,No
45-54,Thomas,Male,Widowed,2,Undergraduate,Caucasian,English,India,Retired,Christianity,1955-03-03,Moderate,Work Visa,Urban,No
65+,Reed,Male,Divorced,2,High School,Hispanic,English,India,Student,Hinduism,1943-09-01,High,Citizen,Urban,No
18-24,Claire,Female,Married,5+,High School,African American,Spanish,Canada,Retired,Other,1952-08-17,High,Other,Rural,No
35-44,Isla,Female,Single,2,Undergraduate,African American,Spanish,USA,Self-employed,Buddhism,1985-07-13,Moderate,Citizen,Urban,Yes
45-54,Paula,Female,Divorced,3-4,Undergraduate,Caucasian,Spanish,India,Self-employed,Buddhism,1977-12-20,High,Other,Rural,Yes
25-34,Ursula,Male,Divorced,2,Postgraduate,Hispanic,French,UK,Professional,Atheism,1985-04-06,Low,Permanent Resident,Urban,Yes
55-64,Wendy,Male,Married,1,High School,Asian,French,Canada,Self-employed,Buddhism,1954-01-14,Low,Work Visa,Urban,No
65+,Violet,Male,Divorced,1,Postgraduate,Hispanic,English,UK,Self-employed,Hinduism,1977-08-30,High,Permanent Resident,Rural,No
<18,Nina,Female,Widowed,5+,Undergraduate,Other,Other,Canada,Student,Atheism,1986-11-05,High,Permanent Resident,Urban,Yes
45-54,Finn,Female,Married,5+,High School,African American,Spanish,UK,Professional,Hinduism,1943-04-06,Low,Citizen,Urban,No
55-64,Ian,Non-Binary,Single,3-4,Doctorate,Asian,Spanish,Canada,Professional,Buddhism,1989-08-19,Low,Work Visa,Suburban,Yes
65+,Cameron,Non-Binary,Widowed,2,High School,Other,Other,UK,Professional,Christianity,1962-07-12,Moderate,Permanent Resident,Suburban,No
55-64,Xena,Non-Binary,Divorced,5+,High School,African American,Spanish,India,Student,Buddhism,1956-05-02,Low,Permanent Resident,Urban,Yes
35-44,Naomi,Male,Divorced,1,Undergraduate,Caucasian,French,Canada,Self-employed,Buddhism,1948-06-30,Moderate,Work Visa,Urban,Yes
25-34,Tina,Male,Widowed,1,Undergraduate,Other,English,UK,Retired,Hinduism,1965-01-09,Moderate,Other,Urban,Yes
45-54,Hudson,Non-Binary,Married,3-4,Undergraduate,Asian,English,UK,Student,Buddhism,2000-05-08,Moderate,Citizen,Urban,Yes
<18,Taylor,Male,Divorced,2,Doctorate,Other,French,Canada,Student,Hinduism,1944-10-21,High,Other,Urban,No
55-64,Vanessa,Non-Binary,Divorced,2,Doctorate,Other,French,Canada,Retired,Atheism,2003-04-25,Low,Citizen,Rural,Yes
45-54,Elliot,Non-Binary,Single,3-4,Postgraduate,Caucasian,French,Canada,Self-employed,Islam,1992-10-26,High,Citizen,Urban,Yes
18-24,Ava,Female,Divorced,3-4,High School,Asian,French,USA,Professional,Hinduism,1963-08-17,Moderate,Other,Suburban,No
25-34,Xavier,Non-Binary,Divorced,5+,Doctorate,Hispanic,French,Canada,Retired,Other,1975-01-30,Moderate,Permanent Resident,Suburban,No
65+,Yvonne,Male,Divorced,1,Postgraduate,Hispanic,Other,India,Student,Other,2004-11-06,High,Other,Suburban,No
25-34,Zeke,Female,Widowed,1,Postgraduate,Asian,English,Australia,Retired,Hinduism,2001-04-20,Low,Citizen,Suburban,No
45-54,Quinn,Non-Binary,Widowed,5+,Doctorate,Hispanic,English,Australia,Student,Buddhism,1977-05-16,High,Other,Rural,No
35-44,Faith,Non-Binary,Single,1,Doctorate,Caucasian,French,India,Retired,Buddhism,1970-10-20,Low,Work Visa,Urban,No
55-64,Elena,Non-Binary,Divorced,1,High School,Other,English,Australia,Self-employed,Hinduism,1976-01-13,Moderate,Citizen,Suburban,Yes
65+,Gideon,Male,Widowed,5+,High School,Asian,Other,USA,Retired,Hinduism,1995-01-02,High,Work Visa,Suburban,Yes
35-44,Rose,Male,Divorced,2,Undergraduate,African American,French,Canada,Professional,Christianity,1950-07-10,Low,Work Visa,Urban,Yes
<18,Mason,Male,Divorced,3-4,Postgraduate,Other,French,Canada,Student,Atheism,1984-12-12,Moderate,Citizen,Rural,No
35-44,Tina,Non-Binary,Single,3-4,Undergraduate,African American,Spanish,Canada,Student,Buddhism,1997-05-21,Moderate,Permanent Resident,Suburban,Yes
<18,Zara,Male,Single,2,High School,Other,Mandarin,Australia,Professional,Hinduism,1988-10-21,High,Work Visa,Suburban,No
35-44,Aaron,Non-Binary,Widowed,5+,Undergraduate,African American,Mandarin,USA,Retired,Buddhism,1984-05-03,Moderate,Other,Urban,Yes
55-64,Michael,Non-Binary,Widowed,5+,Undergraduate,Other,Spanish,India,Self-employed,Islam,1964-09-01,Moderate,Permanent Resident,Suburban,Yes
65+,Isaac,Non-Binary,Single,5+,High School,Hispanic,Mandarin,UK,Retired,Christianity,1971-06-30,Moderate,Work Visa,Suburban,Yes
55-64,Alice,Non-Binary,Widowed,1,Postgraduate,Other,French,UK,Student,Hinduism,2006-03-05,Low,Work Visa,Suburban,Yes
65+,Gabriel,Female,Widowed,5+,Doctorate,Other,English,USA,Student,Other,1973-05-07,Moderate,Other,Rural,No
55-64,Kayla,Female,Divorced,1,Postgraduate,Other,English,Australia,Retired,Other,1976-06-10,Moderate,Other,Suburban,No
<18,Nicholas,Male,Single,3-4,High School,African American,Other,UK,Retired,Atheism,1964-08-04,Low,Citizen,Rural,Yes
25-34,Jamie,Non-Binary,Divorced,5+,Undergraduate,African American,Other,UK,Professional,Other,1968-12-02,High,Permanent Resident,Urban,Yes
45-54,Brandon,Female,Divorced,3-4,Doctorate,Other,Spanish,India,Student,Islam,1995-03-18,Low,Permanent Resident,Urban,No
55-64,Faith,Female,Divorced,5+,Postgraduate,African American,Mandarin,UK,Self-employed,Islam,2000-10-02,Moderate,Work Visa,Urban,Yes
55-64,Brandon,Male,Married,3-4,Postgraduate,Asian,English,Canada,Self-employed,Atheism,1946-06-12,High,Work Visa,Urban,Yes
25-34,Alice,Non-Binary,Single,5+,High School,Caucasian,French,Canada,Professional,Islam,1949-08-10,Moderate,Work Visa,Rural,No
35-44,Leah,Female,Divorced,1,Doctorate,African American,English,India,Student,Other,1969-10-05,Low,Citizen,Suburban,No
25-34,Rachel,Female,Widowed,3-4,Doctorate,Other,English,Australia,Student,Atheism,1997-07-28,High,Citizen,Urban,Yes
35-44,Iris,Non-Binary,Married,2,Undergraduate,Asian,Mandarin,India,Retired,Christianity,1998-01-10,Moderate,Citizen,Urban,Yes
45-54,Bella,Non-Binary,Married,3-4,Undergraduate,African American,French,India,Professional,Other,1996-05-23,Low,Work Visa,Rural,No
55-64,Kyle,Non-Binary,Married,3-4,Undergraduate,Other,Spanish,UK,Professional,Islam,1959-03-08,High,Citizen,Rural,Yes
25-34,PJAnna,Non-Binary,Married,5+,High School,Hispanic,English,Canada,Professional,Christianity,2000-07-09,Moderate,Work Visa,Rural,No
35-44,Alice,Female,Divorced,3-4,Postgraduate,Other,English,India,Student,Hinduism,1969-05-24,High,Other,Urban,Yes
<18,Eleanor,Non-Binary,Widowed,2,Undergraduate,Hispanic,English,Canada,Retired,Other,1995-03-29,High,Other,Rural,Yes
35-44,Brianna,Female,Widowed,5+,High School,Caucasian,Mandarin,USA,Retired,Hinduism,2007-01-11,High,Other,Suburban,No
<18,Felicity,Male,Widowed,2,Doctorate,Hispanic,Spanish,Canada,Retired,Islam,1977-11-21,Low,Other,Urban,No
25-34,Parker,Female,Divorced,1,High School,Other,Mandarin,Australia,Retired,Hinduism,1944-05-07,Low,Citizen,Suburban,No
65+,Tanner,Female,Divorced,2,Doctorate,Asian,Other,India,Self-employed,Hinduism,1984-10-13,Low,Citizen,Rural,No
25-34,Finn,Female,Married,5+,Postgraduate,Other,Spanish,UK,Self-employed,Christianity,1954-05-08,Moderate,Work Visa,Urban,No
45-54,Julian,Non-Binary,Married,2,Postgraduate,African American,English,USA,Retired,Christianity,2005-04-17,Low,Permanent Resident,Suburban,Yes
